,reviewtext,reviewdate,reviewrating,reviewview,reviewlikes,Links,brand
442,"I got my MG Hector Diesel Sharp on 1st August 2019 and I have driven for 2000 km. Overall car is great it has good road presence, pickup Is good, the turbo kicks in around 1500 rpm. I haven't experienced body roll as I have not cut any sharp corners yet. The screen is a bit slow. They need to improve the response time of the screen, also still wait...Read More"," Sep 22, 2019  ",5, 175 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
443,"The MG Hector looks good and is tempting to buy as it offers a lot of great features at a significantly low price but the car has a severe problem which consumers may not come across very soon but some or the other day they may face many problems. The car's clutch plates are burning off.
Read More"," Sep 25, 2019  ",1, 5960 Views,6,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
444,"MG Hector is an amazing car which is loaded with full of features. The car has awesome looks, DCT(dual-clutch transmission) is very smooth. This car has amazing safety features and strong built quality. The only drawback is its mileage, it is giving 7-8 in city and 11-12 on highways.
Read More"," Sep 24, 2019  ",5, 2849 Views,4,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
445,"MG Hector is one of the best Vehicle, riding this vehicle made me feel of need for speed Most wanted. The big console makes riding more comfortable and convenient. That ""Hello MG"" feature just took up my heart. One from Starting to end, that touch panel, console, and each thing is worth buying. It's like Gem in a budget range.
Read More"," Sep 24, 2019  ",5, 1863 Views,2,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
446,MG Hector is the best selling car as it has reached about 21 thousand bookings in India and is India's first internet car. This is my favourite car as it consists of my favourite features like a sunroof and responds to my speaking. It is good as it has options of petrol and diesel and gives better mileage. It has a big boot space and is my favourit...Read More," Sep 24, 2019  ",5, 39 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
447,"M.G. had recently entered the Indian markets and became the most popular company in less time. The features are given in the MG Hector are the best features than any other cars according to price and type. It is having bold look and also having the sporty interiors. The concept of the panoramic sunroof is good and having the biggest touchscreen.
Read More"," Sep 23, 2019  ",5, 198 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
448,"The design is awesome for MG Hector.This car comes with a panoramic sunroof which gives a feel as if you are sitting in a premium SUV. The internet, voice commands, and the 10inch touch screen are too good.
Read More"," Sep 23, 2019  ",5, 36 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
449,"Took a test drive of MG Hector. The driving experience was ok. Actual AC controller is what a customer likes because voice command is not upto the mark. Camera clarity was awful. Seemed like a gimmick. Comfort level was good. But this car comes with offers which Indian customer loves. 
Read More"," Sep 25, 2019  ",3, 2579 Views,2,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
450,"MG Hector is a Premium Car. The finish, the performance all look top-notch. It has Revolutionized the future car concept and has set a benchmark of how cars should be. At a great price, one shares great Specifications. 
Read More"," Sep 24, 2019  ",5, 110 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
451,"MG Hector is a Revolution of the Indian car market true Combination of technology and Performance. I like the way car has been responds your Commands. This is truly impressive, I must say that is the Winner of the Segment. Everything got perfect exterior and interior both look good, especially interior good quality of material Used by MG. I must sa...Read More"," Sep 18, 2019  ",4, 6194 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
452,"Very big car and a stereo-like tab. It has better efficiency. Drive good on offroad also. 6-seater car for every person. Good protection facilities. Only one car but very good. It has an affordable price. Very spacious car. Good experience.
Read More"," Sep 20, 2019  ",5, 1945 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
453,"The MG Hector is the best car I have ever viewed with so much features premium body and a luxurious look from inside and outside and a comfortable and safe drive. It feels like sleeping on a bed when traveling while going for long distances.
Read More"," Sep 19, 2019  ",5, 277 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
454,"Good and comfortable SUV in the segment, first panoramic sunroof in so low budget in SUV segment & awesome feeling in cabin & awesome sound system with amplifier woofer & speakers sound quality is good in this segment & boot space is also good with automatic hydraulic back gate closure and silent cabin also.
Read More"," Sep 19, 2019  ",5, 164 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
455,"Drove the MG Hector one whole day. In traffic, highway and mud road. Great performance and smooth ride. Amazing features. Fully voice controlled. Even the windows. I was awestruck. The 10.1-inch touchscreen adds to the premium feel. The panoramic sunroof in the top version gives you a feel of riding a convertible. In short, worth every penny.
Read More"," Sep 21, 2019  ",5, 388 Views,2,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
456,"Yes, I was the first to buy MG Hector in Coimbatore. it is a superb car with all the technology. It has an awesome voice control and it is also full safety features with all around airbags and it has a massive boot space. Usually German is good at technology but MG Hector has the best tech in the world best it has 5g support with wifi and it is a c...Read More"," Sep 20, 2019  ",5, 95 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
457,"MG Hector is a premium car with a great built quality. It gives good performance, it has good music system with a sunroof. The voice command feature is the first in the class.
Read More"," Sep 16, 2019  ",5, 241 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
458,"It is the first car of MG in India. It has internet facility and has comfortable seats with very good pickup. The average is good, the engine is very high.
"," Sep 21, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
459,"MG Hector is the first car I had ever seen to talk like a human being. We wish we could accept more better from MG in future. This car made my day when I went for a ride with my brother. Since it is not a Premium car but it makes us feel more than premium.
Read More"," Sep 17, 2019  ",5, 86 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
460,"MG Hector is a supercar with good looks. It has sunroof and voice control feature is the best.
"," Sep 16, 2019  ",5, 28 Views,0,https://www.cardekho.com/mg/hector/user-reviews/7,MG Hector
461,MG (Morris Garage) It is the first-ever model for MG Hector in India and is a connected SUV. This SUV is the most featured then Indian selling SUV's. Hector is loaded with full voice control. MG brought new technology and feature like important luxurious car in cheaper to the Indian market. Its well developed the first SUV in India. MG will beat ot...Read More," Sep 14, 2019  ",5, 3552 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
462,"MG Hector :

Just today came back from 1200 mns test drive of My MG Hector Sharp Diesel from 07 to 09 Sep 19. Driving comfort, Powerful climate control, music system, suspension, space, headlamps are really worth to own this vehicle but less wheelbase, lack of 4x4, lack of sub look are the drawbacks. Fuel consumption is ok but not matching with com...Read More"," Sep 10, 2019  ",4, 13236 Views,3,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
463,"MG Hector is the best car for common people and this is the most affordable car with all features and beautiful customer satisfaction this is the car where most of the customers will be able to take it and get best customer experience for the long ride. Happy to see that it's available in our Hyderabad and in India too.
Read More"," Sep 16, 2019  ",5, 133 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
464,"MG Hector is an awesome car with high technical specification and in this segment. Especially the style of its infotainment screen and its sunroof.
"," Sep 14, 2019  ",5, 46 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
465,"Had a test drive of MG Hector.the car feels solid overall. The music system is amazing. It feels like a car from a segment above.car has a spectacular road presence and styling. It is the best value for money car in India cirrently.
Read More"," Sep 14, 2019  ",5, 36 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
466,"MG Hector is really nice. It gives us a very good comfort. On-road MG Hector drives very smoothly and this the best internet car for the car lovers. The boot space is too large in this car and the music system is too good. The air conditioner of this car is too good. I loved this I recommended you to purchase this car.
Read More"," Sep 09, 2019  ",5, 2078 Views,3,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
467,"MG Hector is the best Suv To Buy With More Features. Pick up of the vehicle is excellent, Comfort of the vehicle is superb. Overall performance of vehicle is awesome. Mileage is better as compared to other Suv. After-sales service is awesome as they have given me was excellent as they answered for my doubts after the delivery. Engine Performance of...Read More"," Sep 08, 2019  ",5, 866 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
468,"MG Hector is sensational in all respect, looks , interiors, exterior, handling, driving. Simple superb I have personally experienced it since last 20 days of my delivery. No second thought Keep negative rumors apart. Worthy buy.
Read More"," Sep 08, 2019  ",5, 449 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
469,"MG Hector is the best-in-class car,terrible beat the competition and market of other cars like Creta and others, Luv this car, awesome performance, first in class tesla screen, which is wonderful, internet inside is the best feature I like the most,this is the wonderful car, with amazing performance, I want to buy this car in future.
Read More"," Sep 07, 2019  ",5, 1386 Views,6,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
470,"MG Hector: under thai support is not good on rear seats but the legroom is awesome, the car is comfortable on long distances.
"," Sep 12, 2019  ",4, 59 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
471,"MG Hector is a full package of good looks, status, and technology. Which is delivering more performance. I am passionate about MG Hector. I think this is a better investment because MG Hector will not lose much value as compared to others. MG Hector has more gadgets which help to avoid accidents. Seats of the car are pretty comfortable.
Read More"," Sep 02, 2019  ",5, 3559 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
472,MG Hector is the best car to buy in the budget of 25 lacs. Saturated with features and looks. An ultimate to JEEP COMPASS and TATA HARRIER. A pure luxury car with interiors much similar to that of MERCEDES. The most sensational panoramic sunroof has got automatic folding and unfolding cover of the glass. I would prefer this car for all the bearers....Read More," Sep 04, 2019  ",5, 6250 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
473,"MG Hector is a very hi-tech car according to its price range. Future technology has been used. Very good looking car with nice comfort hope to see something more from MG. It's very important to bring new technology at cheaper in India which MG has been successful in doing with its first car and best of luck to mg for its future upcoming car.
Read More"," Sep 06, 2019  ",5, 140 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
474,"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like ...Read More"," Sep 05, 2019  ",5, 192 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
475,MG Hector when did advertisement from then only the car looked way to big and as its name its the human thing like everything can be controlled just by speaking the things like hello mg please open the sunroof and sunroof gets opened and also the car offers many other services and features that are basically the best thing in this price range overa...Read More," Aug 31, 2019  ",5, 351 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
476,"MG Hector is the best car in the segment. The car has good design and loaded with great features. It is a king on the road.
"," Sep 03, 2019  ",5, 30 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
477,"MG Hector is a very comfortable vehicle and value for money. 
"," Sep 05, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
478,"MG Hector is Value for money car. It has excellent features.  It has electronically adjustable Front sensors, rear sensors, Front camera, rear camera.
"," Sep 04, 2019  ",5, 23 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
479,"Such a futuristic car MG Hector is like you can control your car with just your voice like""MG OPEN THE SUNROOF"" and the sunroof will get opened. Wow, I just love it.
"," Sep 03, 2019  ",5, 23 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
480,"MG Hector is a very nice and budget car for many people. The specs and features the company is providing are very good.
"," Sep 01, 2019  ",5, 21 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
481,"MG Hector is a car came in the market which can bring down other cars to shame. Yes, this car brings something very awesome with itself. The bold grill with a large MG badging is just like icing on the cake. The massive sunroof &#x1f60d;&#x1f60d; oh gosh it's a piece of art. Dual exhaust and the chrome treatment looks stunning. Of course, how can I...Read More"," Aug 28, 2019  ",5, 10010 Views,5,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
482,"MG Hector is an amazing car specially with its features, it has been launched in very aggressive pricing. No car can beat it. It is a very long and wide car with unbelievable boot space of 587 liters. And it comes with the latest safety features like TCS, ESP which is amazing. As well as it is Internet connected car so it's safety is improved like ...Read More"," Aug 30, 2019  ",5, 3918 Views,6,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
483," I am the biggest fan of MG Hector. Ok, now I will give you the proper review of this car. First, we have to go through the specifications (which mainly I liked ) *1956 cc engine *168 bhp *50+ connected features *25+ std safety features This is the specifications personally I liked more. Now we have to talk about, Pros :  *Design, *Full led lights,...Read More"," Aug 27, 2019  ",5, 4628 Views,4,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
484,"MG Hector is super and features are superb specialist features are very good and this car made with human technology. It's India's first human technology car under 20lakhs and comfort of this car also very good and panoramic sunroof is very long and I can't ever see such a car with that excellent features I wish to buy this car for all.
Read More"," Aug 26, 2019  ",5, 33 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
485,"MG Hector is awesome car and it has the best features. Its road presence is too good and it has good safety standards.
"," Aug 31, 2019  ",5, 27 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
486,"MG Hector is a nice car and gives a superb performance. It has a powerful engine and a super pick up.
"," Aug 30, 2019  ",5, 33 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
487,"MG Hector is a fantastic car. It has voice control and it gives super driving experience.
"," Aug 30, 2019  ",5, 30 Views,0,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
488,"MG Hector is a nice car with comfortable seats. New generation people will like this car for sure. Very good car in its segment as compared to Creta and Seltos.
"," Aug 28, 2019  ",5, 25 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
489,"MG Hector is a great car very comfortable and has power in the engine. Actually worth of money 17lakhs for all those features is a go for me.
"," Aug 28, 2019  ",5, 28 Views,1,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
490,"One of the best cars in today's generation, speechless features, ultimate look, excellent in speed and pick up, nice infrastructure, average, and mileage are quite good.
"," Aug 26, 2019  ",5, 32 Views,2,https://www.cardekho.com/mg/hector/user-reviews/8,MG Hector
491,"Actually just I am giving 5 &#x1f31f; to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for th...Read More"," Aug 24, 2019  ",5, 30 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
492,"MG Hector is an outstanding car as the car is offering almost everything like sunroof, speaker system, 10 inches touch screen infotainment system. The car has excellent interiors and exteriors. The car has some disadvantages as well, like small tyres and turbo lag. Otherwise, the car is excellent at a good price range.
Read More"," Aug 23, 2019  ",5, 6785 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
493,"MG Hector - Front grill helps this car to get an amazing road presence. Customize the interior of your car from mg as the Black interior is boring. The infotainment system is average but not best. Hector has awesome build quality. If you want to get a good buy in this segment you should go for hector. Mg hector is far better than Hyundai Creta.
Read More"," Aug 24, 2019  ",5, 4167 Views,6,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
494,"MG hector is totally amazing car, both look vise and feature vise. It has a voice command feature which is unique in its segment. secondly, MG hector does not have a hump in the legroom of rear seats. It also has the largest boot as compared to its rivals. Its more spacious and quality of material used in making the dashboard is really awesome.
Read More"," Aug 24, 2019  ",5, 1758 Views,2,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
495,MG Hector is a good car. Done something different from others. Value for money car. Best ever features. The best thing it's infotainment system. It's front grill and headlamps gives it a different and gorgeous look. Its seating comfort is also best in class. A perfect five-seater car. Alloys also give it an enhanced look. The built quality is also ...Read More," Aug 23, 2019  ",5, 184 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
496,"MG Hector is an eyecatcher. We got MG on 9th of July. since days we are on top of cloud 9. its super amazing car with all luxury comfort style smartness n most imp internet-connected car.
Read More"," Aug 23, 2019  ",5, 641 Views,1,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
497,"It would be best if you name it as a china toy car. It has many problems, please no one buy the car and waste your money. The clutch plates will get burnt if you drive for more time in traffic, for diesel, there are fuel pump problems, All the parts are exported from China.
Read More"," Aug 25, 2019  ",1, 12007 Views,26,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
498,"Car and its features are superb, this car made with human technology and it's India's first human technology car under 20 lakhs and comfort of this car also very good. The panaromic sunroof is very long.
Read More"," Aug 25, 2019  ",5, 74 Views,3,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
499,"MG Hector is an Amazing car, have no words but I can only say that from a bit time ago it becomes my dream car and I recently purchased it by knowing features, photos and dealers contact around me with the help of #CARDEKHO, Thanks, cardekho team, and great app keep helping people and fulfilling people's dream.
Read More"," Aug 24, 2019  ",5, 223 Views,1,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
500,"MG Hector is good for its internetwork but all people say that it is a Chinese company.
"," Aug 24, 2019  ",4, 30 Views,2,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
501,"MG Hector cant be the segment leader just because of low price and this car is not offering things up to the mark, as the car is offering low quality at low price and this is very disappointing. Either u raise ur standard quality and charge more money or must stop selling this cheap product.
Read More"," Aug 22, 2019  ",1, 5343 Views,8,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
502,"MG Hector is the best car I have ever seen in my life. It is a voice control car. And it is at the lowest price is only 12 lakhs. And it looks very shiny and it has a sunroof. The sunroof makes us being the best view of nature. It has an awesome and stylish body. It also talks to us. 
Read More"," Aug 23, 2019  ",5, 347 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
503,"Actually, just I am giving 5 &#x1f31f; to MG Hector because it actually deserves this. According to the asking price, this car is just awesome. Car is having internet and it is good looking thus States the car that it is one of the best cars of 2019. If MG will give this type of car in the future then surely the company will touch the sky and for t...Read More"," Aug 23, 2019  ",5, 547 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
504,"MG Hector gives a good pick up. Looks are awesome. The best part is its sunroof and available at an affordable price 20Lakh. The competition is the Creta and the compass but it has an edge on it I think that the interior could have a more luxurious feel but if you are looking for a good package SUV + MUV you have my blessings go for it.
Read More"," Aug 22, 2019  ",4, 318 Views,2,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
505,"MG Hector is the best SUV in India. It has many good features. It gives the best driving experience. Very comfortable car.
"," Aug 23, 2019  ",4, 26 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
506,"It is a human thing and has so many good features. It is a fully automatic car like we say that ""Hello MG, Please open sunroof, Please play my favorite song, Please turn on AC"" and it responds so well. 
Read More"," Aug 23, 2019  ",5, 202 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
507,"MG Hector has good looks but I prefer MG ZS EV is my choice spacious cabin bigger than Creta and Kia seltos and in EV its better than Tata upcoming ev to buy.
"," Aug 23, 2019  ",4, 26 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
508,"I think  MG Hector need more time to set in India and Kia Seltos is best in comparison with it.
"," Aug 22, 2019  ",1, 40 Views,5,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
509,"MG Hector is such a brilliant car because it has internet inside and gives premium quality. This car is very powerful. I like this car a lot.
"," Aug 22, 2019  ",5, 24 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
510," 

MG Hector is a powerful car with best features. It has a powerful engine which gives the best experience.
"," Aug 22, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
511, MG Hector is a good car but Kia has beaten it at price. No doubt features are endless the reflector beam at the back spoils the look. Though the handling is good and its voice control is a bit laggy. Interior is good but could be better. Exterior needs to be better. The engine is solid and the pickup is great mood work by MG for roads in India. Ho...Read More," Aug 22, 2019  ",4, 1531 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
512,"MG Hector is the best car I ever saw, best in feautures and best in driving expirience. The car is made in such a way that the person would buy it after driving it. Everyone has a dream for this fantastic car.
Read More"," Aug 22, 2019  ",5, 151 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
513," 

MG Hector is having poor quality interiors, bad ride quality such as body roll. Engine lacks a punch comparing the size of the car feels very underpowered, exteriors are good and eye-catchy
Read More"," Aug 22, 2019  ",1, 2640 Views,3,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
514,"MG Hector is the best SUV in the segment with fully loaded and excellent features. It gives smooth and comfortable driving. Go for it!
"," Aug 21, 2019  ",5, 52 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
515,"MG Hector is a great car. I took the test drive and its a mind-blowing car and one of the most impressive feature in this car is voice command with 10.4"" infotainment system.

 

 
Read More"," Aug 22, 2019  ",5, 377 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
516,"MG Hector, I just love this car as car design, interiors and exteriors are great. The best thing is voice control.
"," Aug 21, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
517,"This is an amazing machine. Full of power. In short its a beast. It is very comfortable and the petrol variant is so quiet from inside.
"," Aug 22, 2019  ",5, 34 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
518,"It is really spacious, amazing handling on roads, good looks & affordable when compared to similar size vehicle. KIA Seltos is similar but there is no competition of Hector. Price for this is really competitive.
Read More"," Aug 22, 2019  ",5, 298 Views,1,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
519,"Too good vehicle. The opposing market is perplexed and dumb, about what to comment. The quality, the material, the engine, the sunroof, the rear seat comfort is flawless. An affordable luxury.
Read More"," Aug 22, 2019  ",5, 171 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
520," 

MG Hector is an awesome car as it is India's first internet car. Car is having a large boot space and available at a different price range.
"," Aug 21, 2019  ",5, 28 Views,0,https://www.cardekho.com/mg/hector/user-reviews/9,MG Hector
521,"My experience is amazing with MG Hector. The car is very spacious from inside, the cabin and the build quality is also strong. There are many first-in-segment and best-in-segment features like Bose speakers, Voice Control, Panoramic Sunroof, 10.4 Inch Touchscreen, Inbuilt Navigation and much more. I would strongly recommend this car to people who a...Read More"," Aug 19, 2019  ",5, 15593 Views,26,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
522,"
MG Hector gives good power and torque with modern features like wide touchscreen with the internet. Car is very spacious, comfortable to drive even in city traffic.
"," Aug 20, 2019  ",5, 89 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
523,Touch response is not that good as compared to variants sold outside India and the interior is nice not the best and I did not like the design as it looks like a rectangular box as and it is not appealing as other competitors in the segment as well as the Kia Seltos which has made its debut in India. I think Seltos will gain more buyers than Hector...Read More," Aug 20, 2019  ",3, 9478 Views,11,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
524,"MG Hector is a very amazing car with seat capacity of 5 persons.It's back seat can also be converted into a bed.It is purely design on new technology. However, I like its voice assistant the most.
Read More"," Aug 20, 2019  ",5, 1027 Views,1,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
525," 

MG Hector is a beautiful and comfortable car with same engine as of Jeep Compass and Harrier. Really happy with this car.
"," Aug 21, 2019  ",5, 34 Views,1,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
526,"MG Hector is a revolution in motor industry to come with this many features in this price like solid body, Fiat engine n excellent comfort drive.
"," Aug 21, 2019  ",5, 23 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
527,"Nice car with a good drive and handling. My children are liking it very much especially the sunroof color quality is excellent.
"," Aug 21, 2019  ",5, 24 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
528,"Disliked the car. Expectations were high but the car was not at all up to the mark. Poor build quality. Even a small hit had put a deep dent on it.
"," Aug 21, 2019  ",1, 40 Views,3,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
529,"Disliked the car. Expectations were high but the car was not at all up-to-the-mark. Poor build quality. Even a small hit had put a deep dent on it.
"," Aug 20, 2019  ",1, 183 Views,3,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
530,"A very bad car indeed. Not at all recommended. Poor quality and road presence. Not at all suitable for odd rising.
"," Aug 20, 2019  ",1, 33 Views,1,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
531,"Hello guys, if you want a great car in this price range, the go for the MG Hector. It has good performance, good control, good build, good functions and overall it's a beast... Its front design gives it a modern and futuristic look and this look is future proof so your car won't feel old ever after many years... It's very practical, it's huge displ...Read More"," Aug 14, 2019  ",5, 23 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
532,MG Hector's handling is not excellent and the steering feels a little disconnected form the road. The rest of the car has really good features like the connected asssitant and internet. The huge infotainment system really catches the attention. The seats are really comfortable. It is really spacious. The boot is big. But the engine is little underp...Read More," Aug 19, 2019  ",4, 18510 Views,7,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
533,"The New MG Hector is the best feature loaded car under 20 lakh. The car provides the voice control,a huge 10 inch touchscreen display which is a great feature under 20 lakh. The car provides the great experience while driving. I shared my personal experience with Hector which is owned by my uncle. So if looking for a best mid size SUV go for the ne...Read More"," Aug 18, 2019  ",5, 1968 Views,1,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
534,"Build quality and interior is quite good, the ride is also quite good. The music system is excellent. Car exterior looks premium. Latest technology used. Leather seat quality is very fine.
Read More"," Aug 18, 2019  ",5, 718 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
535,"MG Hector is a completely underpowered car, I have come across, trust me guys, I did a blunder looking at the features and not considered Harrier, a total waste of money.
Read More"," Aug 15, 2019  ",1, 47 Views,3,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
536,"MG Hector - Simply it has no competitor 1 star less coz each variant expensive by 30-40 thousand If they deduct their prices by 30-40k then these cars have no one comparators in their range.
Read More"," Aug 14, 2019  ",4, 4710 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
537,"MG Hector is the best car I have seen with great features. It's true that this car is just not a car it's a human thing. Interiors and exteriors of the car are great. No other is there in comparison with MG Hector.

 

 
Read More"," Aug 15, 2019  ",5, 655 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
538,"MG Hector is a Good car and best SUV. Very Spacious. Perfect look and the best feeling. And the most amazing thing is a new style, fully voice command.
"," Aug 17, 2019  ",5, 40 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
539,"The car gives you a very poor mileage. On the first full tank, I got a mileage of 6.5. km/ltr. That too driving at very nominal speed( less than 80km/ltr). I really had a bad experience
Read More"," Aug 17, 2019  ",1, 5429 Views,16,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
540,"MG Hector is really a nice car, it has great looks and also it is a very powerful car. 
"," Aug 17, 2019  ",5, 25 Views,0,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
541,"Regret the day I decided to purchase MG Hector. It took two weeks after delivery of the car to get the documentation in order. However, the worse nightmare was to follow: 1. On highway driving, the mileage of the MG Hector (Petrol) is 8.76 (tank full to tank full)! This is shocking. 2. Air-conditioning is very poor. At L1 (coolest) setting and at a...Read More"," Aug 12, 2019  ",1, 49908 Views,151,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
542,"This is the best SUV in this price range .i think if someone thinks about class and budget both at the same time then MG Hector is the only choice .their is no competition in the comfort and class felling in this price range in India right now. Internet connectivity and response time is also best.
Read More"," Aug 11, 2019  ",5, 4556 Views,1,https://www.cardekho.com/mg/hector/user-reviews/10,MG Hector
